participant,condition,timestamp,interval_s
Participant_16,Stationary,788.32,11.32000000000005
Participant_16,Stationary,805.68,17.3599999999999
Participant_16,Stationary,823.01,17.33000000000004
Participant_16,Stationary,835.51,12.5
Participant_16,Stationary,860.09,24.58000000000004
Participant_16,Stationary,884.61,24.519999999999982
Participant_16,Stationary,893.47,8.860000000000014
Participant_16,Stationary,910.52,17.049999999999955
Participant_16,Stationary,944.21,33.690000000000055
Participant_16,Stationary,956.2,11.990000000000009
Participant_16,Stationary,981.95,25.75
Participant_16,Stationary,995.21,13.259999999999991
Participant_16,Stationary,1002.83,7.6200000000000045
Participant_16,Stationary,1021.5,18.66999999999996
Participant_16,Stationary,1027.21,5.710000000000036
Participant_17,Moving,1237.92,20.529999999999973
Participant_17,Moving,1337.6,99.67999999999984
Participant_17,Moving,1362.47,24.87000000000012
Participant_17,Moving,1387.92,25.450000000000045
Participant_17,Moving,1401.3,13.379999999999882
Participant_17,Moving,1435.34,34.039999999999964
Participant_17,Moving,1526.6,91.25999999999999
Participant_17,Moving,1546.75,20.15000000000009
Participant_17,Moving,1574.31,27.559999999999945
Participant_17,Moving,1727.61,153.29999999999995
Participant_17,Moving,1739.46,11.850000000000136
Participant_17,Moving,1762.55,23.089999999999918
Participant_17,Moving,1798.0,35.450000000000045
Participant_17,Moving,1819.13,21.13000000000011
Participant_17,Moving,1836.1,16.9699999999998
Participant_17,Moving,1892.61,56.50999999999999
Participant_17,Moving,1910.75,18.1400000000001
Participant_17,Moving,1929.45,18.700000000000045
Participant_17,Moving,1983.81,54.3599999999999
Participant_17,SemiStationary,457.86,28.05000000000001
Participant_17,SemiStationary,468.21,10.349999999999966
Participant_17,SemiStationary,488.87,20.660000000000025
Participant_17,SemiStationary,510.45,21.579999999999984
Participant_17,SemiStationary,523.2,12.750000000000057
Participant_17,SemiStationary,540.52,17.319999999999936
Participant_17,SemiStationary,563.19,22.670000000000073
Participant_17,SemiStationary,573.81,10.61999999999989
Participant_17,SemiStationary,589.42,15.610000000000014
Participant_17,SemiStationary,607.91,18.49000000000001
Participant_17,SemiStationary,646.21,38.30000000000007
Participant_17,SemiStationary,667.97,21.75999999999999
Participant_17,SemiStationary,703.24,35.26999999999998
Participant_17,SemiStationary,742.01,38.76999999999998
Participant_17,SemiStationary,774.47,32.460000000000036
Participant_17,SemiStationary,789.16,14.68999999999994
Participant_17,SemiStationary,829.81,40.64999999999998
Participant_17,SemiStationary,848.77,18.960000000000036
Participant_17,SemiStationary,866.06,17.289999999999964
Participant_17,SemiStationary,910.81,44.75
Participant_17,Stationary,296.01,12.240000000000009
Participant_17,Stationary,297.99,1.9800000000000182
Participant_17,Stationary,308.55,10.560000000000002
Participant_17,Stationary,338.89,30.339999999999975
Participant_17,Stationary,364.61,25.720000000000027
Participant_17,Stationary,392.43,27.819999999999993
Participant_17,Stationary,409.03,16.599999999999966
Participant_17,Stationary,417.61,8.580000000000041
Participant_17,Stationary,436.4,18.789999999999964
Participant_17,Stationary,448.66,12.260000000000048
Participant_17,Stationary,467.2,18.539999999999964
Participant_17,Stationary,481.06,13.860000000000014
Participant_17,Stationary,490.41,9.350000000000023
Participant_17,Stationary,504.37,13.95999999999998
Participant_17,Stationary,523.81,19.43999999999994
Participant_17,Stationary,525.02,1.2100000000000364
Participant_17,Stationary,549.04,24.019999999999982
Participant_17,Stationary,564.81,15.769999999999982
Participant_17,Stationary,570.01,5.2000000000000455
Participant_17,Stationary,586.53,16.519999999999982
Participant_18,Moving,486.02,16.49000000000001
Participant_18,Moving,501.0,14.980000000000018
Participant_18,Moving,522.15,21.149999999999977
Participant_18,Moving,549.12,26.970000000000027
Participant_18,Moving,596.0,46.879999999999995
Participant_18,Moving,644.68,48.67999999999995
Participant_18,Moving,673.67,28.99000000000001
Participant_18,Moving,717.81,44.139999999999986
Participant_18,Moving,747.05,29.24000000000001
Participant_18,Moving,766.62,19.57000000000005
Participant_18,Moving,787.81,21.18999999999994
Participant_18,Moving,802.69,14.88000000000011
Participant_18,Moving,824.92,22.229999999999905
Participant_18,Moving,877.81,52.889999999999986
Participant_18,Moving,899.82,22.010000000000105
Participant_18,Moving,921.48,21.659999999999968
Participant_18,Moving,950.2,28.720000000000027
Participant_18,Moving,964.91,14.709999999999923
Participant_18,Moving,982.53,17.620000000000005
