participant,condition,task,timestamp,interval_s
Participant_1,Moving,Controls,637.75,59.440000000000055
Participant_1,Moving,Controls,696.71,58.960000000000036
Participant_1,Moving,Controls,754.13,57.41999999999996
Participant_1,Moving,Controls,781.92,27.789999999999964
Participant_1,Moving,Controls,826.29,44.370000000000005
Participant_1,Moving,Controls,834.3,8.009999999999991
Participant_1,Moving,Controls,846.89,12.590000000000032
Participant_1,Moving,Controls,905.54,58.64999999999998
Participant_1,Moving,Controls,951.18,45.639999999999986
Participant_1,Moving,Controls,1009.48,58.30000000000007
Participant_1,Moving,Controls,1096.77,87.28999999999996
Participant_1,Moving,Key,659.6,39.60000000000002
Participant_1,Moving,Key,702.61,43.00999999999999
Participant_1,Moving,Key,752.0,49.389999999999986
Participant_1,Moving,Key,808.81,56.809999999999945
Participant_1,Moving,Key,883.8,74.99000000000001
Participant_1,Moving,Key,927.01,43.210000000000036
Participant_1,Moving,Key,991.61,64.60000000000002
Participant_1,Moving,Key,1050.01,58.39999999999998
Participant_1,Moving,Key,1104.2,54.190000000000055
Participant_1,Moving,Visual,671.84,69.18000000000006
Participant_1,Moving,Visual,721.85,50.00999999999999
Participant_1,Moving,Visual,759.92,38.069999999999936
Participant_1,Moving,Visual,811.35,51.430000000000064
Participant_1,Moving,Visual,861.29,49.93999999999994
Participant_1,Moving,Visual,922.57,61.280000000000086
Participant_1,Moving,Visual,976.61,54.039999999999964
Participant_1,Moving,Visual,1047.83,71.21999999999991
Participant_1,Moving,Visual,1073.56,25.730000000000018
Participant_1,SemiStationary,Controls,209.53,58.03999999999999
Participant_1,SemiStationary,Controls,240.25,30.72
Participant_1,SemiStationary,Controls,282.48,42.23000000000002
Participant_1,SemiStationary,Controls,312.08,29.599999999999966
Participant_1,SemiStationary,Controls,328.26,16.180000000000007
Participant_1,SemiStationary,Controls,398.1,69.84000000000003
Participant_1,SemiStationary,Controls,449.86,51.75999999999999
Participant_1,SemiStationary,Controls,475.7,25.839999999999975
Participant_1,SemiStationary,Controls,525.17,49.46999999999997
Participant_1,SemiStationary,Controls,548.6,23.430000000000064
Participant_1,SemiStationary,Controls,611.62,63.01999999999998
Participant_1,SemiStationary,Key,223.81,95.00999999999999
Participant_1,SemiStationary,Key,257.81,34.0
Participant_1,SemiStationary,Key,310.61,52.80000000000001
Participant_1,SemiStationary,Key,374.81,64.19999999999999
Participant_1,SemiStationary,Key,395.61,20.80000000000001
Participant_1,SemiStationary,Key,472.81,77.19999999999999
Participant_1,SemiStationary,Key,531.21,58.400000000000034
Participant_1,SemiStationary,Key,557.8,26.589999999999918
Participant_1,SemiStationary,Key,602.81,45.00999999999999
Participant_1,SemiStationary,Visual,179.51,60.94999999999999
Participant_1,SemiStationary,Visual,258.57,79.06
Participant_1,SemiStationary,Visual,292.41,33.84000000000003
Participant_1,SemiStationary,Visual,332.84,40.42999999999995
Participant_1,SemiStationary,Visual,353.02,20.180000000000007
Participant_1,SemiStationary,Visual,422.65,69.63
Participant_1,SemiStationary,Visual,441.75,19.100000000000023
Participant_1,SemiStationary,Visual,503.7,61.94999999999999
Participant_1,SemiStationary,Visual,582.05,78.34999999999997
Participant_1,SemiStationary,Visual,634.81,52.75999999999999
Participant_1,Stationary,Controls,115.54,19.070000000000007
Participant_1,Stationary,Controls,168.82,53.27999999999999
Participant_1,Stationary,Controls,184.09,15.27000000000001
Participant_1,Stationary,Controls,187.65,3.5600000000000023
Participant_1,Stationary,Controls,200.77,13.120000000000005
Participant_1,Stationary,Controls,233.12,32.349999999999994
Participant_1,Stationary,Controls,259.09,25.96999999999997
Participant_1,Stationary,Controls,343.71,84.62
Participant_1,Stationary,Controls,349.55,5.840000000000032
Participant_1,Stationary,Controls,386.58,37.02999999999997
Participant_1,Stationary,Controls,399.96,13.379999999999995
Participant_1,Stationary,Controls,445.0,45.04000000000002
Participant_1,Stationary,Key,125.8,44.39
Participant_1,Stationary,Key,179.21,53.41000000000001
Participant_1,Stationary,Key,208.2,28.98999999999998
Participant_1,Stationary,Key,242.41,34.21000000000001
Participant_1,Stationary,Key,301.6,59.190000000000026
Participant_1,Stationary,Key,328.01,26.409999999999968
Participant_1,Stationary,Key,343.81,15.800000000000011
Participant_1,Stationary,Key,398.6,54.79000000000002
Participant_1,Stationary,Key,470.21,71.60999999999996
Participant_1,Stationary,Visual,143.93,64.84
Participant_1,Stationary,Visual,166.73,22.799999999999983
Participant_1,Stationary,Visual,203.31,36.58000000000001
Participant_1,Stationary,Visual,231.62,28.310000000000002
Participant_1,Stationary,Visual,274.93,43.31
Participant_1,Stationary,Visual,286.22,11.29000000000002
Participant_1,Stationary,Visual,326.62,40.39999999999998
Participant_1,Stationary,Visual,366.39,39.76999999999998
Participant_1,Stationary,Visual,423.42,57.03000000000003
Participant_1,Stationary,Visual,476.23,52.81
Participant_10,Moving,Controls,1054.03,67.05999999999995
Participant_10,Moving,Controls,1122.37,68.33999999999992
Participant_10,Moving,Controls,1152.74,30.37000000000012
Participant_10,Moving,Controls,1194.23,41.49000000000001
Participant_10,Moving,Controls,1286.05,91.81999999999994
Participant_10,Moving,Controls,1316.44,30.3900000000001
Participant_10,Moving,Key,1105.81,71.79999999999995
Participant_10,Moving,Key,1129.41,23.600000000000136
Participant_10,Moving,Key,1182.01,52.59999999999991
Participant_10,Moving,Key,1223.01,41.0
Participant_10,Moving,Key,1260.21,37.200000000000045
Participant_10,Moving,Key,1347.81,87.59999999999991
Participant_10,Moving,Visual,1064.33,57.42999999999995
Participant_10,Moving,Visual,1133.46,69.13000000000011
Participant_10,Moving,Visual,1172.94,39.48000000000002
Participant_10,Moving,Visual,1207.19,34.25
Participant_10,Moving,Visual,1239.13,31.940000000000055
Participant_10,Moving,Visual,1303.05,63.919999999999845
Participant_10,SemiStationary,Controls,338.75,2.3000000000000114
Participant_10,SemiStationary,Controls,408.36,69.61000000000001
Participant_10,SemiStationary,Controls,442.52,34.15999999999997
Participant_10,SemiStationary,Controls,485.82,43.30000000000001
Participant_10,SemiStationary,Controls,516.7,30.880000000000052
Participant_10,SemiStationary,Controls,596.82,80.12
Participant_10,SemiStationary,Controls,623.65,26.829999999999927
Participant_10,SemiStationary,Key,399.8,35.80000000000001
Participant_10,SemiStationary,Key,467.0,67.19999999999999
Participant_10,SemiStationary,Key,495.4,28.399999999999977
Participant_10,SemiStationary,Key,559.41,64.00999999999999
Participant_10,SemiStationary,Key,613.8,54.389999999999986
Participant_10,SemiStationary,Key,689.4,75.60000000000002
Participant_10,SemiStationary,Visual,389.9,38.01999999999998
Participant_10,SemiStationary,Visual,429.76,39.860000000000014
Participant_10,SemiStationary,Visual,501.32,71.56
Participant_10,SemiStationary,Visual,539.02,37.69999999999999
Participant_10,SemiStationary,Visual,583.74,44.72000000000003
Participant_10,SemiStationary,Visual,642.5,58.75999999999999
Participant_10,Stationary,Controls,128.78,31.22
Participant_10,Stationary,Controls,198.75,69.97
Participant_10,Stationary,Controls,239.07,40.31999999999999
Participant_10,Stationary,Controls,270.26,31.189999999999998
Participant_10,Stationary,Controls,331.97,61.710000000000036
Participant_10,Stationary,Controls,369.94,37.96999999999997
Participant_10,Stationary,Key,142.4,26.790000000000006
Participant_10,Stationary,Key,202.21,59.81
Participant_10,Stationary,Key,217.81,15.599999999999994
Participant_10,Stationary,Key,288.81,71.0
Participant_10,Stationary,Key,315.81,27.0
Participant_10,Stationary,Key,362.81,47.0
Participant_10,Stationary,Visual,157.8,44.63000000000001
Participant_10,Stationary,Visual,185.35,27.549999999999983
Participant_10,Stationary,Visual,221.43,36.08000000000001
Participant_10,Stationary,Visual,259.0,37.56999999999999
Participant_10,Stationary,Visual,304.67,45.670000000000016
Participant_10,Stationary,Visual,349.92,45.25
Participant_11,Moving,Controls,568.87,119.32999999999998
Participant_11,Moving,Controls,615.56,46.68999999999994
Participant_11,Moving,Controls,692.74,77.18000000000006
Participant_11,Moving,Controls,744.3,51.559999999999945
Participant_11,Moving,Controls,801.97,57.67000000000007
Participant_11,Moving,Controls,884.06,82.08999999999992
Participant_11,Moving,Key,595.4,64.60000000000002
Participant_11,Moving,Key,672.0,76.60000000000002
Participant_11,Moving,Key,730.01,58.00999999999999
Participant_11,Moving,Key,730.21,0.20000000000004547
Participant_11,Moving,Key,870.41,140.19999999999993
Participant_11,Moving,Key,926.01,55.60000000000002
Participant_11,Moving,Visual,547.83,85.03000000000003
Participant_11,Moving,Visual,642.74,94.90999999999997
Participant_11,Moving,Visual,681.63,38.889999999999986
Participant_11,Moving,Visual,773.15,91.51999999999998
Participant_11,Moving,Visual,792.35,19.200000000000045
Participant_11,Moving,Visual,902.64,110.28999999999996
Participant_11,SemiStationary,Controls,643.25,60.75
Participant_11,SemiStationary,Controls,724.89,81.63999999999999
Participant_11,SemiStationary,Controls,776.72,51.83000000000004
Participant_11,SemiStationary,Controls,814.37,37.64999999999998
Participant_11,SemiStationary,Controls,860.24,45.870000000000005
Participant_11,SemiStationary,Controls,927.09,66.85000000000002
Participant_11,SemiStationary,Key,692.8,64.78999999999996
Participant_11,SemiStationary,Key,754.4,61.60000000000002
Participant_11,SemiStationary,Key,799.61,45.210000000000036
Participant_11,SemiStationary,Key,845.41,45.799999999999955
Participant_11,SemiStationary,Key,898.4,52.99000000000001
Participant_11,SemiStationary,Key,962.21,63.81000000000006
Participant_11,SemiStationary,Visual,664.32,60.110000000000014
Participant_11,SemiStationary,Visual,706.57,42.25
Participant_11,SemiStationary,Visual,766.46,59.889999999999986
Participant_11,SemiStationary,Visual,833.2,66.74000000000001
Participant_11,SemiStationary,Visual,878.42,45.219999999999914
Participant_11,SemiStationary,Visual,911.8,33.379999999999995
Participant_11,Stationary,Controls,581.95,61.610000000000014
Participant_11,Stationary,Controls,595.75,13.799999999999955
Participant_11,Stationary,Controls,712.99,117.24000000000001
Participant_11,Stationary,Controls,783.61,70.62
Participant_11,Stationary,Controls,861.99,78.38
Participant_11,Stationary,Controls,895.54,33.549999999999955
Participant_11,Stationary,Key,562.0,83.19
Participant_11,Stationary,Key,673.01,111.00999999999999
Participant_11,Stationary,Key,744.81,71.79999999999995
Participant_11,Stationary,Key,815.61,70.80000000000007
Participant_11,Stationary,Key,876.01,60.39999999999998
Participant_11,Stationary,Key,946.6,70.59000000000003
Participant_11,Stationary,Visual,572.52,82.52999999999997
Participant_11,Stationary,Visual,619.38,46.860000000000014
Participant_11,Stationary,Visual,697.79,78.40999999999997
Participant_11,Stationary,Visual,760.66,62.870000000000005
Participant_11,Stationary,Visual,843.91,83.25
Participant_11,Stationary,Visual,922.49,78.58000000000004
Participant_12,Moving,Controls,708.71,83.74000000000001
Participant_12,Moving,Controls,768.38,59.66999999999996
Participant_12,Moving,Controls,831.68,63.299999999999955
Participant_12,Moving,Controls,859.05,27.370000000000005
Participant_12,Moving,Controls,913.16,54.110000000000014
Participant_12,Moving,Controls,970.07,56.91000000000008
Participant_12,Moving,Key,713.41,72.20999999999992
Participant_12,Moving,Key,812.61,99.20000000000005
Participant_12,Moving,Key,841.42,28.809999999999945
Participant_12,Moving,Key,872.2,30.780000000000086
Participant_12,Moving,Key,945.41,73.20999999999992
Participant_12,Moving,Key,991.0,45.59000000000003
Participant_12,Moving,Visual,666.32,59.06000000000006
Participant_12,Moving,Visual,798.16,131.83999999999992
Participant_12,Moving,Visual,844.3,46.139999999999986
Participant_12,Moving,Visual,882.92,38.620000000000005
Participant_12,Moving,Visual,901.27,18.350000000000023
Participant_12,Moving,Visual,960.71,59.440000000000055
Participant_12,SemiStationary,Controls,428.59,48.41999999999996
Participant_12,SemiStationary,Controls,455.14,26.55000000000001
Participant_12,SemiStationary,Controls,514.7,59.56000000000006
Participant_12,SemiStationary,Controls,566.6,51.89999999999998
Participant_12,SemiStationary,Controls,624.17,57.569999999999936
Participant_12,SemiStationary,Controls,666.11,41.940000000000055
Participant_12,SemiStationary,Key,441.81,49.19999999999999
Participant_12,SemiStationary,Key,485.61,43.80000000000001
Participant_12,SemiStationary,Key,529.41,43.799999999999955
Participant_12,SemiStationary,Key,581.61,52.200000000000045
Participant_12,SemiStationary,Key,622.6,40.99000000000001
Participant_12,SemiStationary,Key,696.21,73.61000000000001
Participant_12,SemiStationary,Visual,411.24,12.560000000000002
Participant_12,SemiStationary,Visual,467.85,56.610000000000014
Participant_12,SemiStationary,Visual,495.83,27.97999999999996
Participant_12,SemiStationary,Visual,550.01,54.18000000000001
Participant_12,SemiStationary,Visual,607.21,57.200000000000045
Participant_12,SemiStationary,Visual,646.69,39.48000000000002
Participant_12,Stationary,Controls,603.43,91.34999999999991
Participant_12,Stationary,Controls,630.15,26.720000000000027
Participant_12,Stationary,Controls,690.17,60.01999999999998
Participant_12,Stationary,Controls,722.37,32.200000000000045
Participant_12,Stationary,Controls,763.92,41.549999999999955
Participant_12,Stationary,Controls,807.37,43.450000000000045
Participant_12,Stationary,Key,617.61,49.210000000000036
Participant_12,Stationary,Key,655.01,37.39999999999998
Participant_12,Stationary,Key,706.01,51.0
Participant_12,Stationary,Key,747.6,41.59000000000003
Participant_12,Stationary,Key,780.61,33.00999999999999
Participant_12,Stationary,Key,803.4,22.789999999999964
Participant_12,Stationary,Visual,592.83,59.04000000000008
Participant_12,Stationary,Visual,648.2,55.370000000000005
Participant_12,Stationary,Visual,678.13,29.92999999999995
Participant_12,Stationary,Visual,736.03,57.89999999999998
Participant_12,Stationary,Visual,776.0,39.97000000000003
Participant_12,Stationary,Visual,791.14,15.139999999999986
Participant_13,Moving,Controls,403.59,121.36999999999995
Participant_13,Moving,Controls,490.26,86.67000000000002
Participant_13,Moving,Controls,565.82,75.56000000000006
Participant_13,Moving,Controls,611.91,46.08999999999992
Participant_13,Moving,Controls,642.57,30.660000000000082
Participant_13,Moving,Controls,788.95,146.38
Participant_13,Moving,Key,445.61,73.80000000000001
Participant_13,Moving,Key,525.6,79.99000000000001
Participant_13,Moving,Key,562.81,37.20999999999992
Participant_13,Moving,Key,626.81,64.0
Participant_13,Moving,Key,715.8,88.99000000000001
Participant_13,Moving,Key,936.81,221.01
Participant_13,Moving,Visual,393.22,125.47000000000003
Participant_13,Moving,Visual,473.12,79.89999999999998
Participant_13,Moving,Visual,545.89,72.76999999999998
Participant_13,Moving,Visual,590.16,44.26999999999998
Participant_13,Moving,Visual,666.86,76.70000000000005
Participant_13,Moving,Visual,751.89,85.02999999999997
Participant_13,SemiStationary,Controls,1331.09,87.31999999999994
Participant_13,SemiStationary,Controls,1426.83,95.74000000000001
Participant_13,SemiStationary,Controls,1499.55,72.72000000000003
Participant_13,SemiStationary,Controls,1591.43,91.88000000000011
Participant_13,SemiStationary,Controls,1670.39,78.96000000000004
Participant_13,SemiStationary,Controls,1729.84,59.44999999999982
Participant_13,SemiStationary,Key,1392.61,102.0
Participant_13,SemiStationary,Key,1481.61,89.0
Participant_13,SemiStationary,Key,1571.81,90.20000000000005
Participant_13,SemiStationary,Key,1635.01,63.200000000000045
Participant_13,SemiStationary,Key,1717.61,82.59999999999991
Participant_13,SemiStationary,Key,1776.21,58.600000000000136
Participant_13,SemiStationary,Visual,1310.36,83.9699999999998
Participant_13,SemiStationary,Visual,1409.44,99.08000000000015
Participant_13,SemiStationary,Visual,1516.57,107.12999999999988
Participant_13,SemiStationary,Visual,1604.51,87.94000000000005
Participant_13,SemiStationary,Visual,1654.85,50.33999999999992
Participant_13,SemiStationary,Visual,1751.49,96.6400000000001
Participant_13,Stationary,Controls,272.87,53.400000000000006
Participant_13,Stationary,Controls,294.91,22.04000000000002
Participant_13,Stationary,Controls,357.63,62.71999999999997
Participant_13,Stationary,Controls,370.23,12.600000000000023
Participant_13,Stationary,Controls,437.04,66.81
Participant_13,Stationary,Controls,475.82,38.77999999999997
Participant_13,Stationary,Key,283.21,40.99999999999997
Participant_13,Stationary,Key,304.01,20.80000000000001
Participant_13,Stationary,Key,337.01,33.0
Participant_13,Stationary,Key,386.41,49.400000000000034
Participant_13,Stationary,Key,458.81,72.39999999999998
Participant_13,Stationary,Key,513.01,54.19999999999999
Participant_13,Stationary,Visual,259.91,53.30000000000001
Participant_13,Stationary,Visual,318.81,58.89999999999998
Participant_13,Stationary,Visual,342.56,23.75
Participant_13,Stationary,Visual,400.02,57.45999999999998
Participant_13,Stationary,Visual,426.72,26.700000000000045
Participant_13,Stationary,Visual,494.68,67.95999999999998
Participant_14,Moving,Controls,387.78,39.14999999999998
Participant_14,Moving,Controls,440.27,52.49000000000001
Participant_14,Moving,Controls,515.29,75.01999999999998
Participant_14,Moving,Controls,564.07,48.780000000000086
Participant_14,Moving,Controls,628.93,64.8599999999999
Participant_14,Moving,Controls,663.45,34.520000000000095
Participant_14,Moving,Key,417.61,40.80000000000001
Participant_14,Moving,Key,498.4,80.78999999999996
Participant_14,Moving,Key,554.0,55.60000000000002
Participant_14,Moving,Key,576.61,22.610000000000014
Participant_14,Moving,Key,644.2,67.59000000000003
Participant_14,Moving,Key,692.61,48.40999999999997
Participant_14,Moving,Visual,406.4,32.81
Participant_14,Moving,Visual,470.79,64.39000000000004
Participant_14,Moving,Visual,531.38,60.589999999999975
Participant_14,Moving,Visual,589.93,58.549999999999955
Participant_14,Moving,Visual,613.32,23.3900000000001
Participant_14,Moving,Visual,679.72,66.39999999999998
Participant_14,SemiStationary,Controls,553.46,30.50999999999999
Participant_14,SemiStationary,Controls,608.64,55.17999999999995
Participant_14,SemiStationary,Controls,710.29,101.64999999999998
Participant_14,SemiStationary,Controls,773.9,63.610000000000014
Participant_14,SemiStationary,Controls,783.31,9.409999999999968
Participant_14,SemiStationary,Controls,862.25,78.94000000000005
Participant_14,SemiStationary,Key,592.81,59.00999999999999
Participant_14,SemiStationary,Key,694.01,101.20000000000005
Participant_14,SemiStationary,Key,744.2,50.190000000000055
Participant_14,SemiStationary,Key,760.6,16.399999999999977
Participant_14,SemiStationary,Key,821.6,61.0
Participant_14,SemiStationary,Key,873.81,52.20999999999992
Participant_14,SemiStationary,Visual,576.06,62.809999999999945
Participant_14,SemiStationary,Visual,627.41,51.35000000000002
Participant_14,SemiStationary,Visual,730.44,103.03000000000009
Participant_14,SemiStationary,Visual,763.19,32.75
