participant,condition,task,event_type,coordinate_system,correct,timestamp,duration
Participant_13,Moving,Controls,Position,Torso,,282.85,1.21
Participant_13,Moving,Controls,Position,Torso,,285.78,0.92
Participant_13,Moving,Key,TaskCompletion,Torso,True,371.81,107.39
Participant_13,Moving,Visual,TaskCompletion,Torso,True,393.22,10.17
Participant_13,Moving,Controls,Position,Torso,,402.22,0.03
Participant_13,Moving,Controls,TaskCompletion,Torso,True,403.59,2.19
Participant_13,Moving,Controls,Position,Torso,,404.32,0.75
Participant_13,Moving,Key,TaskCompletion,Torso,True,445.61,62.56
Participant_13,Moving,Controls,Position,Torso,,446.83,0.7
Participant_13,Moving,Controls,Position,Torso,,454.21,1.28
Participant_13,Moving,Visual,TaskCompletion,Torso,True,473.12,16.94
Participant_13,Moving,Controls,TaskCompletion,Torso,True,490.26,2.47
Participant_13,Moving,Key,TaskCompletion,Torso,True,525.6,69.42
Participant_13,Moving,Visual,TaskCompletion,Torso,True,545.89,5.63
Participant_13,Moving,Key,TaskCompletion,Torso,True,562.81,22.54
Participant_13,Moving,Controls,TaskCompletion,Torso,True,565.82,6.27
Participant_13,Moving,Visual,TaskCompletion,Torso,True,590.16,13.33
Participant_13,Moving,Controls,TaskCompletion,Torso,True,611.91,8.55
Participant_13,Moving,Key,TaskCompletion,Torso,True,626.81,49.98
Participant_13,Moving,Controls,Position,Torso,,634.45,0.17
Participant_13,Moving,Controls,Position,Torso,,640.57,1.03
Participant_13,Moving,Controls,TaskCompletion,Torso,True,642.57,3.44
Participant_13,Moving,Visual,TaskCompletion,Torso,True,666.86,15.26
Participant_13,Moving,Controls,Position,Torso,,673.43,0.74
Participant_13,Moving,Key,TaskCompletion,Torso,True,715.8,64.2
Participant_13,Moving,Visual,TaskCompletion,Torso,True,751.89,23.86
Participant_13,Moving,Key,Position,Torso,,755.96,1.81
Participant_13,Moving,Key,Position,Torso,,774.15,1.82
Participant_13,Moving,Controls,Position,Torso,,784.61,0.4
Participant_13,Moving,Controls,Position,Torso,,787.03,1.01
Participant_13,Moving,Controls,TaskCompletion,Torso,True,788.95,24.72
Participant_13,Moving,Controls,Position,Torso,,810.39,0.43
Participant_13,Moving,Controls,Position,Torso,,821.19,1.33
Participant_13,Moving,Controls,Position,Torso,,892.12,0.24
Participant_13,Moving,Controls,Position,Torso,,913.2,3.97
Participant_13,Moving,Controls,Position,Torso,,927.27,2.11
Participant_13,Moving,Key,TaskCompletion,Torso,True,936.81,208.77
Participant_14,Stationary,Visual,Position,World,,55.78,1.43
Participant_14,Stationary,Visual,Position,World,,57.61,1.42
Participant_14,Stationary,Controls,TaskCompletion,World,True,63.64,3.51
Participant_14,Stationary,Visual,TaskCompletion,World,True,79.99,2.96
Participant_14,Stationary,Key,TaskCompletion,World,True,84.61,7.58
Participant_14,Stationary,Controls,TaskCompletion,World,True,92.08,1.93
Participant_14,Stationary,Visual,TaskCompletion,World,True,109.49,12.23
Participant_14,Stationary,Key,TaskCompletion,World,True,117.2,19.94
Participant_14,Stationary,Key,TaskCompletion,World,True,130.41,33.15
Participant_14,Stationary,Controls,TaskCompletion,World,True,134.9,2.74
Participant_14,Stationary,Visual,TaskCompletion,World,True,151.17,9.11
Participant_14,Stationary,Visual,TaskCompletion,World,True,161.13,2.29
Participant_14,Stationary,Key,TaskCompletion,World,True,175.0,16.17
Participant_14,Stationary,Controls,TaskCompletion,World,True,176.92,2.18
Participant_14,Stationary,Controls,TaskCompletion,World,True,185.75,2.32
Participant_14,Stationary,Key,TaskCompletion,World,True,196.61,3.89
Participant_14,Stationary,Visual,TaskCompletion,World,True,202.8,10.08
Participant_14,Stationary,Visual,TaskCompletion,World,True,217.3,6.53
Participant_14,Stationary,Controls,TaskCompletion,World,True,229.34,2.11
Participant_14,Stationary,Key,TaskCompletion,World,True,232.6,21.83
Participant_14,Stationary,Visual,TaskCompletion,World,True,250.68,9.58
Participant_14,Stationary,Key,TaskCompletion,World,True,266.0,24.9
Participant_14,Stationary,Controls,TaskCompletion,World,True,267.32,2.17
Participant_14,SemiStationary,Visual,TaskCompletion,Torso,False,513.25,5.32
Participant_14,SemiStationary,Controls,TaskCompletion,LimbLeft,True,522.95,3.43
Participant_14,SemiStationary,Key,TaskCompletion,Head,True,533.8,25.87
Participant_14,SemiStationary,Controls,TaskCompletion,LimbLeft,True,553.46,6.35
Participant_14,SemiStationary,Visual,TaskCompletion,Torso,True,576.06,7.64
Participant_14,SemiStationary,Key,TaskCompletion,Head,True,592.81,24.39
Participant_14,SemiStationary,Visual,Position,Torso,,601.06,7.36
Participant_14,SemiStationary,Controls,TaskCompletion,LimbLeft,True,608.64,4.39
Participant_14,SemiStationary,Key,AnchorChange,LimbLeft,,611.64,
Participant_14,SemiStationary,Visual,Position,Torso,,621.66,1.89
Participant_14,SemiStationary,Visual,Position,Torso,,624.1,1.81
Participant_14,SemiStationary,Visual,TaskCompletion,Torso,True,627.41,4.03
Participant_14,SemiStationary,Visual,Position,Torso,,649.88,2.46
Participant_14,SemiStationary,Key,TaskCompletion,LimbLeft,True,694.01,70.63
Participant_14,SemiStationary,Controls,TaskCompletion,LimbLeft,True,710.29,2.21
Participant_14,SemiStationary,Visual,TaskCompletion,Torso,True,730.44,9.14
Participant_14,SemiStationary,Key,TaskCompletion,LimbLeft,True,744.2,22.9
Participant_14,SemiStationary,Key,TaskCompletion,LimbLeft,True,760.6,2.08
Participant_14,SemiStationary,Visual,TaskCompletion,Torso,True,763.19,4.67
Participant_14,SemiStationary,Controls,TaskCompletion,LimbLeft,True,773.9,2.0
Participant_14,SemiStationary,Controls,TaskCompletion,LimbLeft,True,783.31,2.21
Participant_14,SemiStationary,Visual,TaskCompletion,Torso,True,805.47,7.89
Participant_14,SemiStationary,Key,TaskCompletion,LimbLeft,True,821.6,24.03
Participant_14,SemiStationary,Visual,TaskCompletion,Torso,True,841.3,5.57
Participant_14,SemiStationary,Controls,TaskCompletion,LimbLeft,True,862.25,8.1
Participant_14,SemiStationary,Key,TaskCompletion,LimbLeft,True,873.81,38.08
Participant_14,Moving,Controls,TaskCompletion,LimbLeft,True,348.63,3.22
Participant_14,Moving,Visual,TaskCompletion,Torso,True,373.59,10.58
Participant_14,Moving,Key,TaskCompletion,LimbLeft,True,376.81,13.8
Participant_14,Moving,Controls,TaskCompletion,LimbLeft,True,387.78,2.66
Participant_14,Moving,Visual,TaskCompletion,Torso,True,406.4,9.01
Participant_14,Moving,Key,TaskCompletion,LimbLeft,True,417.61,20.22
Participant_14,Moving,Controls,TaskCompletion,LimbLeft,True,440.27,8.06
Participant_14,Moving,Visual,TaskCompletion,Torso,False,470.79,20.68
Participant_14,Moving,Key,TaskCompletion,LimbLeft,True,498.4,48.28
Participant_14,Moving,Key,AnchorChange,LimbLeft,,509.4,
Participant_14,Moving,Controls,TaskCompletion,LimbLeft,True,515.29,2.17
Participant_14,Moving,Visual,TaskCompletion,Torso,True,531.38,2.78
Participant_14,Moving,Key,TaskCompletion,LimbLeft,True,554.0,25.4
Participant_14,Moving,Controls,TaskCompletion,LimbLeft,True,564.07,4.36
Participant_14,Moving,Key,TaskCompletion,LimbLeft,True,576.61,48.0
Participant_14,Moving,Visual,TaskCompletion,Torso,True,589.93,13.04
Participant_14,Moving,Visual,TaskCompletion,Torso,True,613.32,8.91
Participant_14,Moving,Controls,TaskCompletion,LimbLeft,True,628.93,2.15
Participant_14,Moving,Key,TaskCompletion,LimbLeft,True,644.2,39.8
Participant_14,Moving,Controls,TaskCompletion,LimbLeft,True,663.45,5.22
Participant_14,Moving,Visual,TaskCompletion,Torso,True,679.72,4.26
Participant_14,Moving,Key,TaskCompletion,LimbLeft,False,692.61,17.15
Participant_15,Stationary,Controls,TaskCompletion,World,True,186.17,6.45
Participant_15,Stationary,Visual,TaskCompletion,World,True,197.38,4.18
Participant_15,Stationary,Key,TaskCompletion,World,True,220.61,27.41
Participant_15,Stationary,Controls,TaskCompletion,World,True,239.28,6.92
Participant_15,Stationary,Visual,TaskCompletion,World,True,263.41,14.53
Participant_15,Stationary,Key,TaskCompletion,World,True,272.61,23.72
Participant_15,Stationary,Controls,TaskCompletion,World,True,290.25,4.25
Participant_15,Stationary,Visual,Position,World,,299.73,8.04
Participant_15,Stationary,Visual,Position,World,,302.96,1.89
Participant_15,Stationary,Visual,TaskCompletion,World,True,311.43,10.61
Participant_15,Stationary,Key,TaskCompletion,World,True,319.0,18.18
Participant_15,Stationary,Visual,TaskCompletion,World,True,335.68,6.94
Participant_15,Stationary,Visual,Position,World,,342.76,1.58
Participant_15,Stationary,Visual,Position,World,,346.73,2.21
Participant_15,Stationary,Controls,TaskCompletion,World,True,355.3,6.13
Participant_15,Stationary,Key,TaskCompletion,World,True,374.2,45.47
Participant_15,Stationary,Visual,Position,World,,374.9,0.22
Participant_15,Stationary,Visual,TaskCompletion,World,True,393.35,12.25
Participant_15,Stationary,Controls,TaskCompletion,World,True,412.18,5.19
Participant_15,Stationary,Key,TaskCompletion,World,True,441.01,59.91
Participant_15,Stationary,Visual,Position,World,,450.15,1.28
Participant_15,Stationary,Visual,TaskCompletion,World,True,460.5,10.07
Participant_15,Stationary,Controls,TaskCompletion,World,True,472.81,5.19
Participant_15,Stationary,Key,TaskCompletion,World,True,484.6,34.18
Participant_15,Stationary,Controls,TaskCompletion,World,True,501.81,5.25
Participant_15,Stationary,Visual,TaskCompletion,World,True,528.72,14.84
Participant_15,Stationary,Key,TaskCompletion,World,True,570.6,56.73
Participant_15,SemiStationary,Controls,TaskCompletion,World,True,344.95,6.47
Participant_15,SemiStationary,Visual,TaskCompletion,Head,True,357.7,5.97
Participant_15,SemiStationary,Key,TaskCompletion,World,True,395.21,43.48
Participant_15,SemiStationary,Visual,TaskCompletion,Head,True,424.14,15.63
Participant_15,SemiStationary,Controls,TaskCompletion,World,True,435.63,6.1
Participant_15,SemiStationary,Key,TaskCompletion,World,False,480.41,71.9
Participant_15,SemiStationary,Visual,TaskCompletion,Head,True,505.12,18.85
Participant_15,SemiStationary,Controls,TaskCompletion,World,True,520.07,5.56
Participant_15,SemiStationary,Key,TaskCompletion,World,True,554.2,67.93
Participant_15,SemiStationary,Controls,TaskCompletion,World,True,574.67,11.0
Participant_15,SemiStationary,Visual,TaskCompletion,Head,True,587.09,6.46
Participant_15,SemiStationary,Key,TaskCompletion,World,True,629.0,48.37
Participant_15,SemiStationary,Visual,TaskCompletion,Head,True,646.07,10.06
Participant_15,SemiStationary,Controls,TaskCompletion,World,True,657.67,5.78
Participant_15,SemiStationary,Key,TaskCompletion,World,True,709.4,73.39
Participant_15,SemiStationary,Visual,TaskCompletion,Head,True,731.94,8.22
Participant_15,SemiStationary,Controls,TaskCompletion,World,True,748.04,6.92
Participant_15,SemiStationary,Key,TaskCompletion,World,True,769.41,45.69
Participant_15,SemiStationary,Visual,TaskCompletion,Head,True,797.59,19.86
Participant_15,SemiStationary,Controls,TaskCompletion,World,True,820.28,11.78
Participant_15,SemiStationary,Key,TaskCompletion,World,True,844.41,66.68
Participant_15,Moving,Controls,TaskCompletion,LimbLeft,True,1527.08,9.1
Participant_15,Moving,Visual,TaskCompletion,Head,True,1542.34,6.29
Participant_15,Moving,Key,TaskCompletion,Head,True,1636.61,100.56
Participant_15,Moving,Controls,TaskCompletion,LimbLeft,True,1650.83,6.12
Participant_15,Moving,Visual,TaskCompletion,Head,False,1671.95,14.14
Participant_15,Moving,Visual,Position,Head,,1803.68,1.82
Participant_15,Moving,Controls,Position,LimbLeft,,1810.39,14.83
Participant_15,Moving,Visual,Position,Head,,1819.95,3.11
Participant_15,Moving,Controls,Position,LimbLeft,,1874.37,5.21
Participant_15,Moving,Key,TaskCompletion,Head,True,1887.41,229.6
Participant_15,Moving,Controls,Position,LimbLeft,,1906.03,5.72
Participant_15,Moving,Visual,TaskCompletion,Head,True,1906.25,10.61
Participant_15,Moving,Controls,Position,LimbLeft,,1909.82,0.78
Participant_15,Moving,Controls,TaskCompletion,LimbLeft,True,1920.64,6.5
Participant_15,Moving,Controls,Position,LimbLeft,,1931.07,6.36
Participant_15,Moving,Key,TaskCompletion,Head,True,2071.01,175.37
Participant_15,Moving,Controls,TaskCompletion,LimbLeft,True,2084.26,4.86
Participant_15,Moving,Controls,Position,LimbLeft,,2092.07,14.5
Participant_15,Moving,Visual,TaskCompletion,Head,True,2108.56,13.47
Participant_15,Moving,Controls,AnchorChange,Head,,2124.35,
Participant_15,Moving,Controls,Position,Head,,2135.28,1.31
Participant_15,Moving,Key,TaskCompletion,Head,True,2293.6,198.51
Participant_15,Moving,Controls,TaskCompletion,Head,True,2304.24,4.57
Participant_15,Moving,Visual,TaskCompletion,Head,True,2313.84,3.27
Participant_15,Moving,Key,TaskCompletion,Head,True,2432.61,122.04
Participant_15,Moving,Visual,TaskCompletion,Head,True,2449.39,10.4
Participant_15,Moving,Controls,TaskCompletion,Head,True,2465.19,4.43
Participant_15,Moving,Key,TaskCompletion,Head,True,2556.41,117.43
Participant_15,Moving,Visual,TaskCompletion,Head,True,2577.72,13.72
Participant_15,Moving,Controls,TaskCompletion,Head,True,2600.02,9.32
Participant_15,Moving,Key,TaskCompletion,Head,True,2684.01,120.01
Participant_16,Stationary,Controls,TaskCompletion,World,True,605.97,6.51
Participant_16,Stationary,Visual,TaskCompletion,World,True,621.71,8.43
Participant_16,Stationary,Key,TaskCompletion,World,True,647.81,34.54
Participant_16,Stationary,Controls,TaskCompletion,World,True,662.23,2.83
Participant_16,Stationary,Visual,TaskCompletion,World,True,703.57,33.17
Participant_16,Stationary,Key,TaskCompletion,World,True,777.0,106.59
Participant_16,Stationary,Controls,TaskCompletion,World,True,788.32,3.36
Participant_16,Stationary,Controls,Position,World,,799.33,2.18
Participant_16,Stationary,Visual,TaskCompletion,World,True,805.68,5.96
Participant_16,Stationary,Key,TaskCompletion,World,True,823.01,23.29
Participant_16,Stationary,Controls,TaskCompletion,World,True,835.51,3.93
Participant_16,Stationary,Visual,TaskCompletion,World,True,860.09,16.18
Participant_16,Stationary,Key,TaskCompletion,World,True,884.61,40.69
Participant_16,Stationary,Controls,TaskCompletion,World,True,893.47,3.43
Participant_16,Stationary,Controls,Position,World,,902.98,1.68
Participant_16,Stationary,Controls,Position,World,,908.69,2.26
Participant_16,Stationary,Visual,TaskCompletion,World,True,910.52,3.82
Participant_16,Stationary,Controls,Position,World,,910.62,1.78
Participant_16,Stationary,Controls,Position,World,,913.31,1.86
Participant_16,Stationary,Controls,Position,World,,915.3,1.61
Participant_16,Stationary,Controls,Position,World,,915.92,0.25
Participant_16,Stationary,Key,TaskCompletion,World,True,944.21,37.51
Participant_16,Stationary,Controls,TaskCompletion,World,True,956.2,2.06
Participant_16,Stationary,Visual,TaskCompletion,World,True,981.95,11.46
Participant_16,Stationary,Key,TaskCompletion,World,True,995.21,24.72
Participant_16,Stationary,Controls,TaskCompletion,World,True,1002.83,2.29
Participant_16,Stationary,Visual,TaskCompletion,World,True,1021.5,7.64
Participant_16,Stationary,Key,TaskCompletion,World,True,1027.21,13.34
Participant_16,SemiStationary,Controls,TaskCompletion,Head,True,581.47,6.86
Participant_16,SemiStationary,Visual,TaskCompletion,Head,True,604.47,14.31
Participant_16,SemiStationary,Key,TaskCompletion,Torso,True,612.21,22.04
Participant_16,SemiStationary,Visual,TaskCompletion,Head,True,633.9,9.15
Participant_16,SemiStationary,Controls,TaskCompletion,Head,True,642.81,3.08
Participant_16,SemiStationary,Key,TaskCompletion,Torso,True,654.41,29.66
Participant_16,SemiStationary,Controls,TaskCompletion,Head,True,668.12,2.9
Participant_16,SemiStationary,Visual,TaskCompletion,Head,True,693.98,19.3
Participant_16,SemiStationary,Key,TaskCompletion,Torso,True,705.6,30.93
Participant_16,SemiStationary,Visual,TaskCompletion,Head,True,714.49,3.83
Participant_16,SemiStationary,Controls,TaskCompletion,Head,True,729.88,3.89
Participant_16,SemiStationary,Key,TaskCompletion,Torso,True,769.81,59.15
Participant_16,SemiStationary,Visual,TaskCompletion,Head,True,788.28,11.5
Participant_16,SemiStationary,Key,Position,Torso,,798.03,1.56
Participant_16,SemiStationary,Controls,TaskCompletion,Head,True,799.57,3.18
Participant_16,SemiStationary,Controls,Position,Head,,804.11,3.36
Participant_16,SemiStationary,Controls,Position,Head,,827.26,3.35
Participant_16,SemiStationary,Key,TaskCompletion,Torso,True,840.61,63.83
Participant_16,SemiStationary,Key,AnchorChange,Head,,852.34,
Participant_16,SemiStationary,Key,Position,Head,,858.87,4.81
Participant_16,SemiStationary,Visual,TaskCompletion,Head,True,862.61,14.44
Participant_16,SemiStationary,Controls,TaskCompletion,Head,True,874.2,3.01
Participant_16,SemiStationary,Key,Position,Head,,889.76,3.81
Participant_16,SemiStationary,Key,Position,Head,,902.46,1.62
Participant_16,SemiStationary,Key,TaskCompletion,Head,True,932.01,83.84
Participant_16,SemiStationary,Controls,TaskCompletion,Head,True,947.85,4.88
Participant_16,SemiStationary,Visual,TaskCompletion,Head,True,962.3,7.43
Participant_16,SemiStationary,Key,TaskCompletion,Head,True,1014.21,59.34
Participant_16,Moving,Controls,TaskCompletion,Head,True,277.9,2.43
Participant_16,Moving,Visual,TaskCompletion,Head,True,295.66,3.87
Participant_16,Moving,Key,Position,Torso,,296.99,4.75
Participant_16,Moving,Key,TaskCompletion,Torso,True,351.01,59.23
Participant_16,Moving,Controls,TaskCompletion,Head,True,363.19,2.65
Participant_16,Moving,Visual,TaskCompletion,Head,True,391.17,13.36
Participant_16,Moving,Key,TaskCompletion,Torso,True,402.01,24.19
Participant_16,Moving,Visual,TaskCompletion,Head,True,432.1,15.94
Participant_16,Moving,Controls,TaskCompletion,Head,True,448.58,2.29
Participant_16,Moving,Key,TaskCompletion,Torso,True,475.01,58.85
Participant_16,Moving,Visual,TaskCompletion,Head,True,488.59,5.67
Participant_16,Moving,Controls,TaskCompletion,Head,True,505.41,9.33
Participant_16,Moving,Key,TaskCompletion,Torso,True,539.0,56.08
Participant_16,Moving,Visual,TaskCompletion,Head,True,568.54,15.5
Participant_16,Moving,Controls,TaskCompletion,Head,True,582.01,2.55
Participant_16,Moving,Key,TaskCompletion,Torso,True,611.6,58.56
Participant_16,Moving,Controls,TaskCompletion,Head,True,627.73,5.61
Participant_16,Moving,Visual,TaskCompletion,Head,True,650.15,11.03
Participant_16,Moving,Key,TaskCompletion,Torso,True,687.41,48.28
Participant_16,Moving,Controls,TaskCompletion,Head,True,698.34,2.78
Participant_16,Moving,Visual,TaskCompletion,Head,True,716.67,13.14
Participant_16,Moving,Key,TaskCompletion,Torso,True,737.0,33.47
Participant_17,Stationary,Visual,TaskCompletion,World,True,283.77,12.96
Participant_17,Stationary,Key,TaskCompletion,World,True,296.01,25.2
Participant_17,Stationary,Controls,TaskCompletion,World,True,297.99,3.03
Participant_17,Stationary,Controls,TaskCompletion,World,True,308.55,2.82
Participant_17,Stationary,Visual,TaskCompletion,World,True,338.89,16.74
Participant_17,Stationary,Key,TaskCompletion,World,True,364.61,42.46
Participant_17,Stationary,Visual,TaskCompletion,World,True,392.43,17.57
Participant_17,Stationary,Controls,TaskCompletion,World,True,409.03,5.72
Participant_17,Stationary,Key,TaskCompletion,World,True,417.61,42.75
Participant_17,Stationary,Visual,TaskCompletion,World,True,436.4,9.47
Participant_17,Stationary,Controls,TaskCompletion,World,True,448.66,5.81
Participant_17,Stationary,Key,TaskCompletion,World,True,467.2,40.27
Participant_17,Stationary,Controls,TaskCompletion,World,True,481.06,8.06
Participant_17,Stationary,Key,TaskCompletion,World,True,490.41,0.78
Participant_17,Stationary,Visual,TaskCompletion,World,True,504.37,14.74
Participant_17,Stationary,Key,TaskCompletion,World,True,523.81,34.18
Participant_17,Stationary,Controls,TaskCompletion,World,True,525.02,7.35
Participant_17,Stationary,Visual,TaskCompletion,World,True,549.04,15.03
Participant_17,Stationary,Key,TaskCompletion,World,False,564.81,3.92
Participant_17,Stationary,Visual,TaskCompletion,World,True,570.01,9.13
Participant_17,Stationary,Controls,TaskCompletion,World,True,586.53,9.28
Participant_17,SemiStationary,Visual,TaskCompletion,Torso,True,429.81,4.78
Participant_17,SemiStationary,Controls,TaskCompletion,LimbLeft,True,457.86,14.51
Participant_17,SemiStationary,Key,TaskCompletion,LimbRight,False,468.21,43.18
Participant_17,SemiStationary,Controls,TaskCompletion,LimbLeft,True,488.87,6.84
Participant_17,SemiStationary,Visual,TaskCompletion,Torso,True,510.45,12.44
Participant_17,SemiStationary,Visual,Position,Torso,,513.43,0.68
Participant_17,SemiStationary,Key,TaskCompletion,LimbRight,True,523.2,25.19
Participant_17,SemiStationary,Controls,TaskCompletion,LimbLeft,True,540.52,3.26
Participant_17,SemiStationary,Visual,TaskCompletion,Torso,True,563.19,12.9
Participant_17,SemiStationary,Key,TaskCompletion,LimbRight,False,573.81,23.53
Participant_17,SemiStationary,Controls,TaskCompletion,LimbLeft,True,589.42,6.46
Participant_17,SemiStationary,Visual,TaskCompletion,Torso,True,607.91,5.94
Participant_17,SemiStationary,Controls,Position,LimbLeft,,608.42,5.03
Participant_17,SemiStationary,Controls,Position,LimbLeft,,611.35,2.1
Participant_17,SemiStationary,Controls,Position,LimbLeft,,613.46,1.36
Participant_17,SemiStationary,Visual,Position,Torso,,614.82,0.57
Participant_17,SemiStationary,Controls,Position,LimbLeft,,623.45,0.53
Participant_17,SemiStationary,Controls,Position,LimbLeft,,624.74,0.35
Participant_17,SemiStationary,Controls,Position,LimbLeft,,627.46,0.64
Participant_17,SemiStationary,Key,Position,LimbRight,,633.5,1.26
Participant_17,SemiStationary,Controls,Position,LimbLeft,,637.99,2.86
Participant_17,SemiStationary,Key,TaskCompletion,LimbRight,True,646.21,44.25
Participant_17,SemiStationary,Controls,TaskCompletion,LimbLeft,True,667.97,10.71
Participant_17,SemiStationary,Visual,TaskCompletion,Torso,False,703.24,22.26
Participant_17,SemiStationary,Controls,Position,LimbLeft,,705.22,1.86
Participant_17,SemiStationary,Controls,Position,LimbLeft,,705.76,0.26
Participant_17,SemiStationary,Controls,Position,LimbLeft,,711.9,5.27
Participant_17,SemiStationary,Controls,Position,LimbLeft,,716.73,4.42
Participant_17,SemiStationary,Controls,Position,LimbLeft,,721.37,1.81
Participant_17,SemiStationary,Controls,Position,LimbLeft,,732.74,0.99
Participant_17,SemiStationary,Key,TaskCompletion,LimbRight,True,742.01,61.04
Participant_17,SemiStationary,Visual,Position,Torso,,758.61,3.4
Participant_17,SemiStationary,Visual,TaskCompletion,Torso,True,774.47,23.16
Participant_17,SemiStationary,Controls,TaskCompletion,LimbLeft,True,789.16,6.56
Participant_17,SemiStationary,Visual,Position,Torso,,793.81,0.83
Participant_17,SemiStationary,Controls,Position,LimbLeft,,822.23,1.28
Participant_17,SemiStationary,Key,TaskCompletion,LimbRight,True,829.81,78.51
Participant_17,SemiStationary,Visual,Position,Torso,,836.41,0.78
Participant_17,SemiStationary,Controls,TaskCompletion,LimbLeft,True,848.77,4.55
Participant_17,SemiStationary,Controls,Position,LimbLeft,,852.01,4.25
Participant_17,SemiStationary,Controls,Position,LimbLeft,,854.06,1.65
Participant_17,SemiStationary,Visual,Position,Torso,,854.34,3.89
Participant_17,SemiStationary,Visual,TaskCompletion,Torso,True,866.06,8.78
Participant_17,SemiStationary,Controls,Position,LimbLeft,,873.24,0.46
Participant_17,SemiStationary,Key,Position,LimbRight,,878.32,1.82
Participant_17,SemiStationary,Controls,Position,LimbLeft,,880.57,0.11
Participant_17,SemiStationary,Controls,Position,LimbLeft,,883.73,1.49
Participant_17,SemiStationary,Controls,Position,LimbLeft,,894.06,1.76
Participant_17,SemiStationary,Key,TaskCompletion,LimbRight,True,910.81,53.52
Participant_17,Moving,Controls,TaskCompletion,LimbLeft,True,1217.39,3.61
Participant_17,Moving,Visual,TaskCompletion,Torso,True,1237.92,11.53
Participant_17,Moving,Controls,Position,LimbLeft,,1287.2,1.19
Participant_17,Moving,Controls,Position,LimbLeft,,1287.85,0.15
Participant_17,Moving,Controls,Position,LimbLeft,,1293.02,0.79
Participant_17,Moving,Controls,Position,LimbLeft,,1296.05,0.4
Participant_17,Moving,Controls,Position,LimbLeft,,1298.37,0.65
Participant_17,Moving,Controls,Position,LimbLeft,,1303.09,0.63
Participant_17,Moving,Key,Position,LimbRight,,1304.92,1.54
Participant_17,Moving,Controls,Position,LimbLeft,,1307.88,0.89
Participant_17,Moving,Visual,Position,Torso,,1330.25,0.71
Participant_17,Moving,Key,TaskCompletion,LimbRight,True,1337.6,111.2
Participant_17,Moving,Controls,Position,LimbLeft,,1348.41,6.82
Participant_17,Moving,Controls,Position,LimbLeft,,1351.2,1.5
Participant_17,Moving,Controls,TaskCompletion,LimbLeft,True,1362.47,15.18
Participant_17,Moving,Controls,Position,LimbLeft,,1365.53,1.64
Participant_17,Moving,Controls,Position,LimbLeft,,1371.1,2.08
Participant_17,Moving,Visual,TaskCompletion,Torso,True,1387.92,13.81
Participant_17,Moving,Controls,TaskCompletion,LimbLeft,True,1401.3,3.44
Participant_17,Moving,Controls,Position,LimbLeft,,1414.76,0.25
Participant_17,Moving,Controls,Position,LimbLeft,,1420.64,0.18
Participant_17,Moving,Controls,Position,LimbLeft,,1422.01,0.19
Participant_17,Moving,Key,Position,LimbRight,,1424.61,2.26
Participant_17,Moving,Controls,Position,LimbLeft,,1425.3,0.14
Participant_17,Moving,Controls,Position,LimbLeft,,1433.55,7.07
Participant_17,Moving,Visual,TaskCompletion,Torso,True,1435.34,20.86
Participant_17,Moving,Controls,Position,LimbLeft,,1436.93,3.03
Participant_17,Moving,Controls,Position,LimbLeft,,1440.32,1.99
Participant_17,Moving,Controls,Position,LimbLeft,,1453.69,5.58
Participant_17,Moving,Controls,Position,LimbLeft,,1454.66,0.62
Participant_17,Moving,Visual,Position,Torso,,1476.26,2.76
Participant_17,Moving,Key,TaskCompletion,LimbRight,True,1526.6,112.12
Participant_17,Moving,Controls,Position,LimbLeft,,1540.69,2.12
Participant_17,Moving,Controls,TaskCompletion,LimbLeft,True,1546.75,6.21
Participant_17,Moving,Controls,Position,LimbLeft,,1548.52,2.32
Participant_17,Moving,Controls,Position,LimbLeft,,1549.45,0.51
Participant_17,Moving,Controls,Position,LimbLeft,,1555.25,1.74
Participant_17,Moving,Controls,Position,LimbLeft,,1561.79,4.43
Participant_17,Moving,Visual,TaskCompletion,Torso,True,1574.31,14.49
Participant_17,Moving,Controls,Position,LimbLeft,,1575.73,0.83
Participant_17,Moving,Controls,Position,LimbLeft,,1577.41,1.53
Participant_17,Moving,Controls,Position,LimbLeft,,1581.65,1.53
Participant_17,Moving,Controls,Position,LimbLeft,,1584.28,1.22
Participant_17,Moving,Controls,Position,LimbLeft,,1587.24,1.06
Participant_17,Moving,Controls,Position,LimbLeft,,1589.32,2.0
Participant_17,Moving,Controls,Position,LimbLeft,,1594.77,1.4
Participant_17,Moving,Controls,Position,LimbLeft,,1596.99,0.99
Participant_17,Moving,Controls,Position,LimbLeft,,1598.79,0.86
Participant_17,Moving,Controls,Position,LimbLeft,,1623.89,1.03
Participant_17,Moving,Controls,Position,LimbLeft,,1637.32,3.2
Participant_17,Moving,Controls,Position,LimbLeft,,1639.29,1.1
Participant_17,Moving,Controls,Position,LimbLeft,,1685.11,0.12
Participant_17,Moving,Key,Position,LimbRight,,1713.84,2.47
Participant_17,Moving,Key,Position,LimbRight,,1715.97,1.13
Participant_17,Moving,Controls,Position,LimbLeft,,1718.93,0.29
Participant_17,Moving,Controls,Position,LimbLeft,,1721.47,1.57
Participant_17,Moving,Key,TaskCompletion,LimbRight,True,1727.61,167.78
Participant_17,Moving,Controls,TaskCompletion,LimbLeft,True,1739.46,4.17
Participant_17,Moving,Controls,Position,LimbLeft,,1754.12,2.61
Participant_17,Moving,Visual,TaskCompletion,Torso,True,1762.55,16.16
